fund_name,symbol,position_date,fund_price,reference_price,price_difference
Applebead.30-04-2023 breakdown,LYV,,67.78,,
Applebead.30-04-2023 breakdown,AZO,,2663.31,,
Applebead.30-04-2023 breakdown,EW,,87.98,,
Applebead.30-04-2023 breakdown,CAG,,37.56,,
Applebead.30-04-2023 breakdown,CPB,,53.87,,
Applebead.30-04-2023 breakdown,ENPH,,164.2,,
Applebead.30-04-2023 breakdown,DRI,,150.72,,
Applebead.30-04-2023 breakdown,IEX,,205.08,,
Applebead.30-04-2023 breakdown,ARE,,122.81,,
Applebead.30-04-2023 breakdown,WAT,,300.36,,
Applebead.30-04-2023 breakdown,LYB,,92.08,,
Applebead.30-04-2023 breakdown,TFC,,31.44,,
Applebead.30-04-2023 breakdown,SLB,,49.08,,
Applebead.30-04-2023 breakdown,DAL,,34.24,,
Applebead.30-04-2023 breakdown,HOLX,,86.01,,
Applebead.30-04-2023 breakdown,SEDG,,285.63,,
Applebead.30-04-2023 breakdown,EXR,,149.35,,
Applebead.30-04-2023 breakdown,BR,,144.74,,
Applebead.30-04-2023 breakdown,ODFL,,319.98,,
Applebead.30-04-2023 breakdown,XYL,,103.49,,
Applebead.30-04-2023 breakdown,PEP,,189.57,,
Applebead.30-04-2023 breakdown,CSCO,,46.89,,
Applebead.30-04-2023 breakdown,FOXA,,33.26,,
Applebead.30-04-2023 breakdown,BBY,,73.63,,
Applebead.30-04-2023 breakdown,NL0011819040,,104.47,,
Applebead.30-04-2023 breakdown,SE0008014062,,122.76,,
Applebead.30-04-2023 breakdown,ES0000012852,,124.58,,
Applebead.30-04-2023 breakdown,US912810FQ68,,232.05,,
Applebead.30-04-2023 breakdown,GB00B421JZ66,,311.56,,
Applebead.30-04-2023 breakdown,AU0000XCLWV6,,161.61,,
Applebead.30-04-2023 breakdown,GB00BNNGP882,,212.97,,
Applebead.30-04-2023 breakdown,GB00BYMWG366,,219.95,,
Applebead.30-04-2023 breakdown,US912810FH69,,234.74,,
Applebead.30-04-2023 breakdown,BE0000331406,,163.99,,
Applebead.30-04-2023 breakdown,US912828ZZ63,,120.82,,
Applebead.30-04-2023 breakdown,FR0014001N38,,122.68,,
Applebead.30-04-2023 breakdown,US912810RW09,,154.71,,
Applebead.30-04-2023 breakdown,US91282CDC29,,110.32,,
Applebead.30-04-2023 breakdown,JP1300521G93,,98.16,,
Applebead.30-04-2023 breakdown,IT0003745541,,179.5,,
Applebead.30-04-2023 breakdown,AU3TB0000135,,117.54,,
Applebead.30-04-2023 breakdown,ES00000127C8,,132.44,,
Applebead.30-04-2023 breakdown,AU0000XCLWP8,,149.74,,
Applebead.30-04-2023 breakdown,ES00000127G9,,109.4,,
Applebead.30-04-2023 breakdown,JP1103451GC0,,100.82,,
Applebead.30-04-2023 breakdown,USDCURR,,,,
Applebead.30-06-2023 breakdown,TJX,,84.46,,
Applebead.30-06-2023 breakdown,SYY,,73.7,,
Applebead.30-06-2023 breakdown,PNR,,64.39,,
Applebead.30-06-2023 breakdown,AXP,,173.6,,
Applebead.30-06-2023 breakdown,COP,,103.16,,
Applebead.30-06-2023 breakdown,DGX,,139.84,,
Applebead.30-06-2023 breakdown,WYNN,,105.33,,
Applebead.30-06-2023 breakdown,STT,,73.18,,
Applebead.30-06-2023 breakdown,META,,286.98,,
Applebead.30-06-2023 breakdown,ANSS,,330.27,,
Applebead.30-06-2023 breakdown,MHK,,103.16,,
Applebead.30-06-2023 breakdown,GOOG,,120.97,,
Applebead.30-06-2023 breakdown,TEL,,139.52,,
Applebead.30-06-2023 breakdown,NWL,,8.7,,
Applebead.30-06-2023 breakdown,MMC,,187.39,,
Applebead.30-06-2023 breakdown,SO,,69.53,,
Applebead.30-06-2023 breakdown,CRL,,210.25,,
Applebead.30-06-2023 breakdown,GWW,,786.53,,
Applebead.30-06-2023 breakdown,QRVO,,102.03,,
Applebead.30-06-2023 breakdown,MCO,,346.91,,
Applebead.30-06-2023 breakdown,EBAY,,44.69,,
Applebead.30-06-2023 breakdown,REGN,,718.54,,
Applebead.30-06-2023 breakdown,AVY,,171.8,,
Applebead.30-06-2023 breakdown,BK,,44.11,,
Applebead.30-06-2023 breakdown,IFF,,79.59,,
Applebead.30-06-2023 breakdown,CPRT,,45.6,,
Applebead.30-06-2023 breakdown,LEN,,124.93,,
Applebead.30-06-2023 breakdown,TPR,,42.8,,
Applebead.30-06-2023 breakdown,ACGL,,74.85,,
Applebead.30-06-2023 breakdown,HAL,,32.99,,
Applebead.30-06-2023 breakdown,PTC,,142.3,,
Applebead.30-06-2023 breakdown,ROK,,328.15,,
Applebead.30-06-2023 breakdown,LLY,,467.98,,
Applebead.30-06-2023 breakdown,LYV,,91.11,,
Applebead.30-06-2023 breakdown,AZO,,2493.36,,
Applebead.30-06-2023 breakdown,EW,,94.33,,
Applebead.30-06-2023 breakdown,CAG,,33.36,,
Applebead.30-06-2023 breakdown,CPB,,45.35,,
Applebead.30-06-2023 breakdown,ENPH,,167.48,,
Applebead.30-06-2023 breakdown,DRI,,165.75,,
Applebead.30-06-2023 breakdown,IEX,,214.62,,
Applebead.30-06-2023 breakdown,ARE,,113.49,,
Applebead.30-06-2023 breakdown,WAT,,266.54,,
Applebead.30-06-2023 breakdown,LYB,,90.65,,
Applebead.30-06-2023 breakdown,TFC,,29.85,,
Applebead.30-06-2023 breakdown,SLB,,49.12,,
Applebead.30-06-2023 breakdown,DAL,,47.44,,
Applebead.30-06-2023 breakdown,HOLX,,80.97,,
Applebead.30-06-2023 breakdown,SEDG,,269.05,,
Applebead.30-06-2023 breakdown,EXR,,147.86,,
Applebead.30-06-2023 breakdown,BR,,165.63,,
Applebead.30-06-2023 breakdown,ODFL,,369.75,,
Applebead.30-06-2023 breakdown,XYL,,112.62,,
Applebead.30-06-2023 breakdown,PEP,,185.22,,
Applebead.30-06-2023 breakdown,CSCO,,51.35,,
Applebead.30-06-2023 breakdown,FOXA,,34.0,,
Applebead.30-06-2023 breakdown,BBY,,81.95,,
Applebead.30-06-2023 breakdown,NL0011819040,,104.22,,
Applebead.30-06-2023 breakdown,SE0008014062,,122.45,,
Applebead.30-06-2023 breakdown,ES0000012852,,124.41,,
Applebead.30-06-2023 breakdown,US912810FQ68,,231.72,,
Applebead.30-06-2023 breakdown,GB00B421JZ66,,310.91,,
Applebead.30-06-2023 breakdown,AU0000XCLWV6,,161.13,,
Applebead.30-06-2023 breakdown,GB00BNNGP882,,212.52,,
Applebead.30-06-2023 breakdown,GB00BYMWG366,,219.4,,
Applebead.30-06-2023 breakdown,US912810FH69,,234.24,,
Applebead.30-06-2023 breakdown,BE0000331406,,163.7,,
Applebead.30-06-2023 breakdown,US912828ZZ63,,120.57,,
Applebead.30-06-2023 breakdown,FR0014001N38,,122.54,,
Applebead.30-06-2023 breakdown,US912810RW09,,154.73,,
Applebead.30-06-2023 breakdown,US91282CDC29,,110.04,,
Applebead.30-06-2023 breakdown,JP1300521G93,,98.05,,
Applebead.30-06-2023 breakdown,IT0003745541,,179.22,,
Applebead.30-06-2023 breakdown,AU3TB0000135,,117.18,,
Applebead.30-06-2023 breakdown,ES00000127C8,,132.27,,
Applebead.30-06-2023 breakdown,AU0000XCLWP8,,149.28,,
Applebead.30-06-2023 breakdown,ES00000127G9,,109.27,,
Applebead.30-06-2023 breakdown,JP1103451GC0,,100.86,,
Applebead.30-06-2023 breakdown,USDCURR,,,,
Applebead.30-09-2022 breakdown,TJX,,61.14,,
Applebead.30-09-2022 breakdown,SYY,,68.9,,
Applebead.30-09-2022 breakdown,PNR,,39.94,,
Applebead.30-09-2022 breakdown,AXP,,132.98,,
Applebead.30-09-2022 breakdown,COP,,98.72,,
Applebead.30-09-2022 breakdown,DGX,,120.27,,
Applebead.30-09-2022 breakdown,WYNN,,62.72,,
Applebead.30-09-2022 breakdown,STT,,59.3,,
Applebead.30-09-2022 breakdown,META,,135.68,,
Applebead.30-09-2022 breakdown,ANSS,,221.7,,
Applebead.30-09-2022 breakdown,MHK,,91.19,,
Applebead.30-09-2022 breakdown,GOOG,,96.15,,
Applebead.30-09-2022 breakdown,TEL,,108.38,,
Applebead.30-09-2022 breakdown,NWL,,13.32,,
Applebead.30-09-2022 breakdown,MMC,,147.17,,
Applebead.30-09-2022 breakdown,SO,,65.29,,
Applebead.30-09-2022 breakdown,CRL,,196.8,,
Applebead.30-09-2022 breakdown,GWW,,483.87,,
Applebead.30-09-2022 breakdown,QRVO,,79.41,,
Applebead.30-09-2022 breakdown,MCO,,240.73,,
Applebead.30-09-2022 breakdown,EBAY,,36.21,,
Applebead.30-09-2022 breakdown,REGN,,688.87,,
Applebead.30-09-2022 breakdown,AVY,,160.61,,
Applebead.30-09-2022 breakdown,BK,,37.21,,
Applebead.30-09-2022 breakdown,IFF,,88.32,,
Applebead.30-09-2022 breakdown,CPRT,,26.6,,
Applebead.30-09-2022 breakdown,LEN,,73.44,,
Applebead.30-09-2022 breakdown,TPR,,27.81,,
Applebead.30-09-2022 breakdown,ACGL,,45.54,,
Applebead.30-09-2022 breakdown,HAL,,24.31,,
Applebead.30-09-2022 breakdown,PTC,,104.6,,
Applebead.30-09-2022 breakdown,ROK,,211.49,,
Applebead.30-09-2022 breakdown,LLY,,319.93,,
Applebead.30-09-2022 breakdown,LYV,,76.04,,
Applebead.30-09-2022 breakdown,AZO,,2141.93,,
Applebead.30-09-2022 breakdown,EW,,82.63,,
Applebead.30-09-2022 breakdown,CAG,,31.43,,
Applebead.30-09-2022 breakdown,CPB,,45.77,,
Applebead.30-09-2022 breakdown,ENPH,,277.47,,
Applebead.30-09-2022 breakdown,DRI,,122.18,,
Applebead.30-09-2022 breakdown,IEX,,197.54,,
Applebead.30-09-2022 breakdown,ARE,,136.12,,
Applebead.30-09-2022 breakdown,WAT,,269.53,,
Applebead.30-09-2022 breakdown,LYB,,71.4,,
Applebead.30-09-2022 breakdown,TFC,,41.09,,
Applebead.30-09-2022 breakdown,SLB,,35.42,,
Applebead.30-09-2022 breakdown,DAL,,28.0,,
Applebead.30-09-2022 breakdown,HOLX,,64.52,,
Applebead.30-09-2022 breakdown,SEDG,,231.46,,
Applebead.30-09-2022 breakdown,EXR,,166.33,,
Applebead.30-09-2022 breakdown,BR,,142.18,,
Applebead.30-09-2022 breakdown,ODFL,,247.91,,
Applebead.30-09-2022 breakdown,XYL,,86.57,,
Applebead.30-09-2022 breakdown,PEP,,160.04,,
Applebead.30-09-2022 breakdown,CSCO,,38.73,,
Applebead.30-09-2022 breakdown,FOXA,,30.46,,
Applebead.30-09-2022 breakdown,BBY,,61.18,,
Applebead.30-09-2022 breakdown,NL0011819040,,104.29,,
Applebead.30-09-2022 breakdown,SE0008014062,,122.3,,
Applebead.30-09-2022 breakdown,ES0000012852,,124.38,,
Applebead.30-09-2022 breakdown,US912810FQ68,,231.9,,
Applebead.30-09-2022 breakdown,GB00B421JZ66,,311.11,,
Applebead.30-09-2022 breakdown,AU0000XCLWV6,,161.05,,
Applebead.30-09-2022 breakdown,GB00BNNGP882,,212.66,,
Applebead.30-09-2022 breakdown,GB00BYMWG366,,219.54,,
Applebead.30-09-2022 breakdown,US912810FH69,,234.46,,
Applebead.30-09-2022 breakdown,BE0000331406,,163.67,,
Applebead.30-09-2022 breakdown,US912828ZZ63,,120.68,,
Applebead.30-09-2022 breakdown,FR0014001N38,,122.42,,
Applebead.30-09-2022 breakdown,US912810RW09,,154.8,,
Applebead.30-09-2022 breakdown,US91282CDC29,,110.17,,
Applebead.30-09-2022 breakdown,JP1300521G93,,97.96,,
Applebead.30-09-2022 breakdown,IT0003745541,,179.07,,
Applebead.30-09-2022 breakdown,AU3TB0000135,,117.15,,
Applebead.30-09-2022 breakdown,ES00000127C8,,132.17,,
Applebead.30-09-2022 breakdown,AU0000XCLWP8,,149.28,,
Applebead.30-09-2022 breakdown,ES00000127G9,,109.12,,
Applebead.30-09-2022 breakdown,JP1103451GC0,,100.84,,
Applebead.30-09-2022 breakdown,USDCURR,,,,
Applebead.30-11-2022 breakdown,TJX,,79.11,,
Applebead.30-11-2022 breakdown,SYY,,84.84,,
Applebead.30-11-2022 breakdown,PNR,,45.23,,
Applebead.30-11-2022 breakdown,AXP,,155.93,,
Applebead.30-11-2022 breakdown,COP,,119.61,,
Applebead.30-11-2022 breakdown,DGX,,149.64,,
Applebead.30-11-2022 breakdown,WYNN,,83.25,,
Applebead.30-11-2022 breakdown,STT,,77.69,,
Applebead.30-11-2022 breakdown,META,,118.1,,
Applebead.30-11-2022 breakdown,ANSS,,254.3,,
Applebead.30-11-2022 breakdown,MHK,,101.33,,
Applebead.30-11-2022 breakdown,GOOG,,101.45,,
Applebead.30-11-2022 breakdown,TEL,,124.41,,
Applebead.30-11-2022 breakdown,NWL,,12.66,,
Applebead.30-11-2022 breakdown,MMC,,171.36,,
Applebead.30-11-2022 breakdown,SO,,65.63,,
Applebead.30-11-2022 breakdown,CRL,,228.57,,
Applebead.30-11-2022 breakdown,GWW,,598.25,,
Applebead.30-11-2022 breakdown,QRVO,,99.25,,
Applebead.30-11-2022 breakdown,MCO,,296.06,,
Applebead.30-11-2022 breakdown,EBAY,,44.92,,
Applebead.30-11-2022 breakdown,REGN,,751.7,,
Applebead.30-11-2022 breakdown,AVY,,190.84,,
Applebead.30-11-2022 breakdown,BK,,44.73,,
Applebead.30-11-2022 breakdown,IFF,,102.89,,
Applebead.30-11-2022 breakdown,CPRT,,33.28,,
Applebead.30-11-2022 breakdown,LEN,,86.94,,
Applebead.30-11-2022 breakdown,TPR,,36.94,,
Applebead.30-11-2022 breakdown,ACGL,,59.91,,
Applebead.30-11-2022 breakdown,HAL,,37.41,,
Applebead.30-11-2022 breakdown,PTC,,127.21,,
Applebead.30-11-2022 breakdown,ROK,,260.99,,
Applebead.30-11-2022 breakdown,LLY,,368.13,,
Applebead.30-11-2022 breakdown,LYV,,72.76,,
Applebead.30-11-2022 breakdown,AZO,,2579.0,,
Applebead.30-11-2022 breakdown,EW,,77.25,,
Applebead.30-11-2022 breakdown,CAG,,36.92,,
Applebead.30-11-2022 breakdown,CPB,,52.54,,
Applebead.30-11-2022 breakdown,ENPH,,320.59,,
Applebead.30-11-2022 breakdown,DRI,,143.47,,
Applebead.30-11-2022 breakdown,IEX,,235.46,,
Applebead.30-11-2022 breakdown,ARE,,151.1,,
Applebead.30-11-2022 breakdown,WAT,,346.6,,
Applebead.30-11-2022 breakdown,LYB,,81.73,,
Applebead.30-11-2022 breakdown,TFC,,44.7,,
Applebead.30-11-2022 breakdown,SLB,,50.86,,
Applebead.30-11-2022 breakdown,DAL,,35.3,,
Applebead.30-11-2022 breakdown,HOLX,,76.16,,
Applebead.30-11-2022 breakdown,SEDG,,298.86,,
Applebead.30-11-2022 breakdown,EXR,,154.75,,
Applebead.30-11-2022 breakdown,BR,,146.9,,
Applebead.30-11-2022 breakdown,ODFL,,301.56,,
Applebead.30-11-2022 breakdown,XYL,,111.63,,
Applebead.30-11-2022 breakdown,PEP,,181.85,,
Applebead.30-11-2022 breakdown,CSCO,,48.59,,
Applebead.30-11-2022 breakdown,FOXA,,32.22,,
Applebead.30-11-2022 breakdown,BBY,,82.39,,
Applebead.30-11-2022 breakdown,NL0011819040,,104.55,,
Applebead.30-11-2022 breakdown,SE0008014062,,122.65,,
Applebead.30-11-2022 breakdown,ES0000012852,,124.95,,
Applebead.30-11-2022 breakdown,US912810FQ68,,232.45,,
Applebead.30-11-2022 breakdown,GB00B421JZ66,,313.06,,
Applebead.30-11-2022 breakdown,AU0000XCLWV6,,162.02,,
Applebead.30-11-2022 breakdown,GB00BNNGP882,,213.99,,
Applebead.30-11-2022 breakdown,GB00BYMWG366,,220.95,,
Applebead.30-11-2022 breakdown,US912810FH69,,235.02,,
Applebead.30-11-2022 breakdown,BE0000331406,,164.36,,
Applebead.30-11-2022 breakdown,US912828ZZ63,,120.97,,
Applebead.30-11-2022 breakdown,FR0014001N38,,123.12,,
Applebead.30-11-2022 breakdown,US912810RW09,,155.03,,
Applebead.30-11-2022 breakdown,US91282CDC29,,110.43,,
Applebead.30-11-2022 breakdown,JP1300521G93,,97.96,,
Applebead.30-11-2022 breakdown,IT0003745541,,180.15,,
Applebead.30-11-2022 breakdown,AU3TB0000135,,117.79,,
Applebead.30-11-2022 breakdown,ES00000127C8,,132.88,,
Applebead.30-11-2022 breakdown,AU0000XCLWP8,,150.04,,
Applebead.30-11-2022 breakdown,ES00000127G9,,109.56,,
Applebead.30-11-2022 breakdown,JP1103451GC0,,100.85,,
Applebead.30-11-2022 breakdown,USDCURR,,,,
Applebead.31-01-2023 breakdown,TJX,,80.9,,
Applebead.31-01-2023 breakdown,SYY,,76.45,,
Applebead.31-01-2023 breakdown,PNR,,54.97,,
Applebead.31-01-2023 breakdown,AXP,,173.69,,
Applebead.31-01-2023 breakdown,COP,,118.75,,
Applebead.31-01-2023 breakdown,DGX,,146.99,,
Applebead.31-01-2023 breakdown,WYNN,,103.13,,
Applebead.31-01-2023 breakdown,STT,,89.78,,
Applebead.31-01-2023 breakdown,META,,148.97,,
Applebead.31-01-2023 breakdown,ANSS,,266.36,,
Applebead.31-01-2023 breakdown,MHK,,120.06,,
Applebead.31-01-2023 breakdown,GOOG,,99.87,,
Applebead.31-01-2023 breakdown,TEL,,125.43,,
Applebead.31-01-2023 breakdown,NWL,,15.58,,
Applebead.31-01-2023 breakdown,MMC,,173.66,,
Applebead.31-01-2023 breakdown,SO,,65.67,,
Applebead.31-01-2023 breakdown,CRL,,243.25,,
Applebead.31-01-2023 breakdown,GWW,,584.78,,
Applebead.31-01-2023 breakdown,QRVO,,108.66,,
Applebead.31-01-2023 breakdown,MCO,,320.36,,
Applebead.31-01-2023 breakdown,EBAY,,48.94,,
Applebead.31-01-2023 breakdown,REGN,,758.47,,
Applebead.31-01-2023 breakdown,AVY,,187.74,,
Applebead.31-01-2023 breakdown,BK,,49.66,,
Applebead.31-01-2023 breakdown,IFF,,110.21,,
Applebead.31-01-2023 breakdown,CPRT,,33.3,,
Applebead.31-01-2023 breakdown,LEN,,101.75,,
Applebead.31-01-2023 breakdown,TPR,,44.94,,
Applebead.31-01-2023 breakdown,ACGL,,64.35,,
Applebead.31-01-2023 breakdown,HAL,,40.83,,
Applebead.31-01-2023 breakdown,PTC,,134.88,,
Applebead.31-01-2023 breakdown,ROK,,278.58,,
Applebead.31-01-2023 breakdown,LLY,,341.42,,
Applebead.31-01-2023 breakdown,LYV,,80.49,,
Applebead.31-01-2023 breakdown,AZO,,2438.85,,
Applebead.31-01-2023 breakdown,EW,,76.7,,
Applebead.31-01-2023 breakdown,CAG,,36.48,,
Applebead.31-01-2023 breakdown,CPB,,51.17,,
Applebead.31-01-2023 breakdown,ENPH,,221.38,,
Applebead.31-01-2023 breakdown,DRI,,145.63,,
Applebead.31-01-2023 breakdown,IEX,,238.23,,
Applebead.31-01-2023 breakdown,ARE,,157.41,,
Applebead.31-01-2023 breakdown,WAT,,328.58,,
Applebead.31-01-2023 breakdown,LYB,,92.96,,
Applebead.31-01-2023 breakdown,TFC,,47.17,,
Applebead.31-01-2023 breakdown,SLB,,56.4,,
Applebead.31-01-2023 breakdown,DAL,,39.02,,
Applebead.31-01-2023 breakdown,HOLX,,81.37,,
Applebead.31-01-2023 breakdown,SEDG,,319.13,,
Applebead.31-01-2023 breakdown,EXR,,153.45,,
Applebead.31-01-2023 breakdown,BR,,148.88,,
Applebead.31-01-2023 breakdown,ODFL,,332.43,,
Applebead.31-01-2023 breakdown,XYL,,103.34,,
Applebead.31-01-2023 breakdown,PEP,,168.69,,
Applebead.31-01-2023 breakdown,CSCO,,47.94,,
Applebead.31-01-2023 breakdown,FOXA,,33.7,,
Applebead.31-01-2023 breakdown,BBY,,86.63,,
Applebead.31-01-2023 breakdown,NL0011819040,,104.34,,
Applebead.31-01-2023 breakdown,SE0008014062,,122.44,,
Applebead.31-01-2023 breakdown,ES0000012852,,124.42,,
Applebead.31-01-2023 breakdown,US912810FQ68,,231.82,,
Applebead.31-01-2023 breakdown,GB00B421JZ66,,311.47,,
Applebead.31-01-2023 breakdown,AU0000XCLWV6,,161.01,,
Applebead.31-01-2023 breakdown,GB00BNNGP882,,212.9,,
Applebead.31-01-2023 breakdown,GB00BYMWG366,,219.86,,
Applebead.31-01-2023 breakdown,US912810FH69,,234.41,,
Applebead.31-01-2023 breakdown,BE0000331406,,163.75,,
Applebead.31-01-2023 breakdown,US912828ZZ63,,120.65,,
Applebead.31-01-2023 breakdown,FR0014001N38,,122.45,,
Applebead.31-01-2023 breakdown,US912810RW09,,154.6,,
Applebead.31-01-2023 breakdown,US91282CDC29,,110.15,,
Applebead.31-01-2023 breakdown,JP1300521G93,,98.08,,
Applebead.31-01-2023 breakdown,IT0003745541,,179.13,,
Applebead.31-01-2023 breakdown,AU3TB0000135,,117.1,,
Applebead.31-01-2023 breakdown,ES00000127C8,,132.26,,
Applebead.31-01-2023 breakdown,AU0000XCLWP8,,149.22,,
Applebead.31-01-2023 breakdown,ES00000127G9,,109.22,,
Applebead.31-01-2023 breakdown,JP1103451GC0,,100.77,,
Applebead.31-01-2023 breakdown,USDCURR,,,,
Applebead.31-03-2023 breakdown,TJX,,77.73,,
Applebead.31-03-2023 breakdown,SYY,,76.23,,
Applebead.31-03-2023 breakdown,PNR,,54.86,,
